002;002;002;002;002;002;002;002;002;002;002;002;002;002;002;002;002;002;002;002;002;002;002;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;003
002;000;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;002;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004
002;001;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;002;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004
002;002;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;002;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004
002;003;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;002;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004
002;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;002;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004
002;005;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;002;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004
002;000;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;002;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004
002;001;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;002;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004
002;002;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;002;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004
002;003;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;002;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004
002;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;002;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004
002;005;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;002;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004
002;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;002;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004
002;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;002;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004
002;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;002;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004
002;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;002;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004
002;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;002;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004
002;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;002;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004
002;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;002;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004
002;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;002;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004
002;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;002;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004
002;002;002;002;002;002;002;002;002;002;002;002;002;002;002;002;002;002;002;002;002;002;002;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004
004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004
004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004
004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004
004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004;004
